Start_Time,End_Time,Text,Confidence
5.4,6.6,I was created to talk to him,0.764
24,26.2, okay yeah,0.828
39.2,47.7, I'm doing good I guess I'm a little stressed out of homework and like studying for midterms but that's mostly about it,0.856
54.8,62.8, my hometown in Santa Ana California it's by like the it's in Orange County like around Anaheim Disney World and everything,0.896
75.5,98.5, I would say that it's very sociable and the sense that there's people I guess I mean obviously there's people everywhere but back home it was like on rare occasions that I seen like neighbors outside or things like that and like here I mean it is a college campus but it's more like a more lively in a way,0.886
107.7,131.3, I would say the thing that I least like about La is the sidewalks because it's really bumpy and all over the place there's a bunch of cracks on the floors and things like that and my hometown it was like very very like plane so I like that because I do skate around to places so sometimes it gets difficult to do that here,0.817
141.6,148.6, no I don't have a car and I don't know how to drive so traveling isn't a thing of mine,0.859
156.8,158.4, I guess when I do travel,0.844
160.5,162, I would probably say that,0.763
163.1,174.1, I usually tend to sleep when I'm traveling like it's not me driving it's usually my parents or like if I go into airplane trip I usually fall asleep then so it's a lot of sleeping,0.857
182.4,208.2, I guess like the longest trips that I have had is when I went to go visit Notre Dame it was a nice experience it was my first time out of state and my first time using like going on an airplane so it was a little frightening but it was pretty cool just like the whole experience getting to see like everything from like a very high altitude was pretty cool and I liked it,0.847
209.2,216.8, and then I like the city as well it was different from mine so I just I guess I like the differences that I noticed,0.829
229.9,240.2, I guess in that trip at Notre Dame the most memorable experience was getting to see the what is it called,0.891
242.4,252.7, the church that they had I really heard a lot of good comments about it and it looked really amazing when I went inside so I really like that setting it was pretty cool,0.904
261.1,264.1, I feel like it's always been math growing up,0.868
266.1,288.1, I just know I like the complexity that it has and there's always like multiple ways to get an answer it's just depends on the path you take but I feel like now it has slowly changed to chemistry since it has like Applied Biology and Mathematics in it while also like including some other stuff that I really enjoy so I would say chemistry,0.908
293.2,308.7,I'm a student so I'm trying to get a degree in biology Bachelors of Science so I could go to medical school so that's my goal as of now,0.823
324.8,348.3, well my dream job has I guess mostly been wanting to become a pediatrician but if that route didn't go as I planned or circumstances to allow me to do that I would say teaching would be my second choice just because I enjoy helping others in the sense that I share my knowledge with them,0.897
356.9,370.4, I would say I fall more under the shy side but in terms of like being the first person to talk it I feel like it would probably be me,0.88
377,406.7, I don't know I feel like I have had numerous jobs customer service jobs that kind of helped me like go away from the shy side and get out of my way to interact with customers just to provide them the better service that they need so I feel like customer service has helped in that but in regards of like meeting people on an any day occasion it's not usually like the first thing that I'd go up and do but the and,0.834
406.9,413, summer service or in a job I'd probably be the first one to smile the first one to talk or things like that,0.843
423.8,426.3, it's complicated,0.754
427.5,446.2, I feel like that's the word that sums it all I feel like the era that my parents grew up is completely different from now so there's a lot of like conflicting topics or things that they try to educate us on and things that we don't agree with so it's just like a clash of cultures in a way,0.908
456.2,469.6, I would say that the unhealthy thing that I do is I start eating is a bad habit of mine or sometimes when I when I try to relax I just take walks or go on my skateboard and roam around campus,0.815
478.8,494.2, I feel like I control it the only issue is my facial expressions I don't really control that so it kind of depends on the situation and occasion but I feel like I'm pretty good at controlling it,0.858
503.2,527.9, I feel like the last time was like well the very last time that I remember where it's actually like a straightforward argument it was most it was like last week a week from a week ago from now it was just about a housing issue with my roommates and like the things that they wanted to do and our room and things that I wasn't comfortable with them having done at our house,0.907
536.2,541.6, mmm,0.887
548.7,572.9, I guess that's situation is the first that comes up I probably should have reacted nicer in the sense that I could have changed the tone of my voice since I was a little harsh when I spoke up about it and told them about it about what I did and didn't agree with and I feel like that's what I guess kind of made them,0.767
574.3,584.8, act the way they did in the sense that they were a little nicer to me after that and it shouldn't have been that occasion they should have been the same without me having to raise my voice or anything,0.904
589.3,590.9, what's up,0.386
594.3,595.3, I guess,0.78
601.4,618, I'm not sure what I feel guilty about I guess the study habits that I have and I guess this competitive drive that everyone has in college that sometimes you forget about friends or communication that is kind of like I,0.811
619.2,627.3, I kind of feel like it's people's fall of not doing stuff but it's usually mine so I guess that's what I feel guilty about,0.805
640.1,649.7, let's say probably my short life that I've had I would say choosing what,0.783
