Start_Time,End_Time,Text,Confidence
20.4,21,yes,0.801
26.6,27.3, yes I am,0.832
36.7,39.2, I'm doing pretty well how about you,0.837
56.3,58.1, India India,0.856
72,80.2, well the weather to start Santa Monica is pretty nice and griffith is nice to go for walks in the night,0.776
88.2,95.3, well the crowd the traffic in the crowd has to be one of the things I don't like about la,0.898
104.9,105.8, yes I do,0.859
112.8,116.3, well new places new cultures they're all pretty fun for me,0.883
123.2,140.3, so every summer I go to Monaco it's pretty fun we have a summer home out there it was the weather is amazing the summer it's not too hot not too cold it's good to go to the pier sit down good food,0.905
147.1,153.6, one of my most memorable experiences would have to be skydiving,0.886
160.3,176.4, so I'm scared of heights and I decided that with me and my friends wanted to go skydiving and he went skydiving it was it was scary to be honest it was not fun at all for me but I guess I did something I really feared,0.71
182.6,183.4, economics,0.72
189.2,193.3, I study international relations and I'm a double major with business,0.864
204.2,208.6, my dream job would be to the work at the u.s. Department of State,0.833
215.2,217.9, yeah the Department of State is basically,0.707
219.8,227.6, diplomacy working with other countries and I find working with other countries and like World relations to be really fascinating,0.882
239.1,241.8, I feel like I'm in the middle to be honest,0.888
254.6,263.3, I'm really close to my family I have a brother and my parents of course we're really close and tighten it,0.859
271.3,274.5, I usually go for a drive to relax,0.855
280.9,282.7, I'm pretty good at controlling my temper,0.852
297.3,308.9, and the last time I argued with someone was about eight months ago and it was about Park a parking space,0.815
322.9,332.4, I wish I had handled the situation that I just told you about differently because every like it was really unlikely if me and I was just having a bad day,0.837
344.7,346.5, nothing right now,0.829
358.4,361.6, the one that comes to mind right now our College decisions,0.663
368.1,377.4, so my parents wanted me to go to an Ivy League where they both studied and I got accepted but I did not want to follow the same path that they took so I went to USA,0.86
384.7,385.8, nothing right now,0.822
405.9,407.6, nothing that comes to mind,0.902
414.1,415.9, nothing so I can't,0.819
434.2,438.3, I've been pretty stressed since midterms I've come up but that's about it,0.837
443.7,457.1, so I have a lot of midterms and a lot of essays and had two midterms on the same day and two essays due under the next day after that that's why I was dressed and I do have a mid-term tomorrow and an essay due tomorrow,0.823
467.5,472.3, yes I feel like I've become more stressed about little things than I was before,0.865
477,482.9, yeah because just like I said I think taken five classes has gotten really gotten to me,0.867
489.5,490.4, it's pretty easy,0.907
497.7,501.9, I'm okay during the day if I don't sleep well I just get really tired,0.866
511.3,513, I do feel therapy as useful,0.799
521.2,526.5, I've used therapy once before and it really helped me get through a really troubling situation so that was good,0.894
539.5,546.1, the only advice that I would give myself 10 years ago would be just to exercise more to be honest,0.821
560,561.4, about two or three days ago,0.762
567.2,571.2, yeah so I got it I got an internship that I was waiting for,0.879
572.4,576.8, and I really wanted to get it and I was really prestigious I was really happy since I got it,0.833
588.7,594.1, who one of my really good friends junhui husband really good positive influence in my life,0.819
598.2,608.4, she's always there for me and it's and she has helped me get through many situations that I wouldn't have been able to get through alone,0.906
617,619.3, I think my best friend would describe me as really,0.798
620.5,623.4, like a free soul I just do whatever I want,0.859
624.2,631.8, but I do take into consideration what effect that would have on me and I do think everything through,0.892
640.3,643.7, I'm going to drive up to Point Mugu was really fun,0.803
653.9,657.8, my my new business activities that I've been up to,0.829
