Start_Time,End_Time,Text,Confidence
25.6,26.2,yes,0.907
33.7,45.2, I'm pretty good I just saw my advisor I just switched my major feeling pretty good about the future going to graduate on time which is good,0.871
55.6,59.1, I'm from New York in Long Island a small town called Long Beach,0.857
71.3,84.5, honestly I mainly came here for the weather I love where I'm from it's very safe I feel secure there but I like the warm weather I'm always a little bit more miserable in the cold,0.826
93.6,109.9, when I'm here I kind of feel pretty bad about the environment that we live in like just the wildfires and the smog just makes me really realize that like we're not in a sustainable environment which stresses me out and the people are a little bit more fake than in New York,0.904
119.1,136.3, I've yeah between here and New York I do go home several times and in general I really do like to travel I've been to Europe several times already and I'm planning to do something over the summer with traveling and I'm going on spring break back to Europe,0.729
143.8,156.5, I just like to see the world honestly like the United States really like I said especially as I just kind of stressed me out it's nice to see different environments and it's just really beautiful,0.86
164.1,193.2, when I was in tenth grade and high school 15 years old my best friend and I went to France together on a program where to 4 hours during the week day we went to French class and then the rest of the day we went on tours and with other kids are a doll International and it was actually like super awesome we did end up sneaking out at night just kind of going to some clubs out there,0.832
193.4,200.5, pretty cool and there was two weeks long during this summer it was one of the most amazing experience of my life that's what made me realize I love to travel,0.793
211.8,212.7, in France,0.745
215.1,215.9, that's a question,0.758
222.2,244.5, okay um I mean I we went to we took a train one day we went down to Italy which was really really cool just going straight from France to Italy it just made me realize how small the world is in Europe and how like how it's a lot more you have a better ability to travel all over the place which I like,0.894
249.1,266.2,my favorite subject is always been biology it's I don't know if it's because it's what I'm best at or what I'm most interested in but I'm in it now I'm a biology human biology major so,0.837
276,295.5, I'm currently I just switched from biological sciences and the general to human biology with a focus in physiology and Metabolism I am pre physician's assistant on the pre-health track with a healthcare studies minor,0.783
303.5,323.6,if I could do anything in the entire world I would either it's I'm stuck in between it's my creative side coming out I would really like to do interior design start up my own company and just Design Homes it's super awesome or I would make my own cosmetic brand,0.911
331,356.8, it depends on the situation if I'm with people I'm comfortable with I'm very outgoing but to get to that level with people takes a long time because I have minor like social anxieties I stress a lot about what I like when I talk to people what to say I just get nervous I get uncomfortable so I'm shy when I generally like meet new people,0.91
363.2,365.5, family oh sorry go on,0.903
367.6,368.8, oh I don't need to go on,0.817
375.2,396.2, um I like I mean given that I don't really get that much meat I'm being pre-health sometimes just like laying down and watching a couple episodes of CSI just because it still has to do with science it's very interesting I also do like to go to the gym if I have a second to do so or I like to just be outside to be honest,0.854
401.5,404.9, please go on,0.883
416.9,445.4, I had a really really bad temper when I was younger it has to do with my anxiety I get I just get really angry very quickly or frustrated which turns into anger I used to fight with people a lot when I was younger especially my parents and my siblings but lately I have been fighting with anybody that much I would say my last fight had to be a minor like argument over something with my boyfriend but nothing serious we don't really fight,0.9
445.6,451.1, anything serious it would just be like who's using too much of the blanket at night or something like that,0.869
487,508.4, I think coming into School freshman year I wish I came Undeclared I just feel like I've set myself on a light a life path that I'm not sure if it's exactly what I want but I'm also feeling like it's a little too late so just give myself more time to explore like who I really am would have been really cool,0.909
517.1,524.8, um honestly I,0.884
526.3,527.9, hmm let me think,0.756
530.2,549.2, I guess two weeks ago I drank too much and I made like I had kissed a boy who wasn't my boyfriend which was very difficult for me because I didn't have any recollection of it and I'm usually really in control of my actions so it just made me really sad,0.907
550.4,552.7, I feel guilty about that not really who I am,0.875
575.3,601.9, honestly that would be whether or not I was going to stay in my major being on a pre-health track you pretty much have to decide early on what you're going to do you don't really have the time to go explore and then come back to the unless you unless you have the funds which my family doesn't from like I said a small town in Long Island I'm not I don't have the financial resources to go and explore what who I really am and then come back to science later because,0.833
