Start_Time,End_Time,Text,Confidence
23,23.5,okay,0.913
26.3,27, yes,0.902
41.7,42.4, great,0.811
50.6,51.2, how are you,0.82
55.7,57.5, I'm from Northern California,0.834
71,78.1, the weather is great this campus is really nice yeah,0.891
85.8,88.3, the traffic sometimes can be a drag,0.863
92.3,95.4, lately it's been rain the rains been pretty bad,0.868
100,101.6, somewhat yeah,0.862
105.2,108.2, I'm on a track team and we've been doing a lot of traveling so,0.874
120.7,124.4, for traveling or fur I guess,0.785
133.2,135.5, probably Spanish and my favorite subject in school,0.819
150.7,151.6, now,0.913
161.6,169.6, but dream job would probably be being in like a professional athlete because I'm really into the Athletics so cool,0.771
175.1,176, probably more shy,0.91
191.3,194.7, we have a good relationship actually I saw them last weekend,0.857
196.1,201.3, and they came and surprised me for my birthday so that was nice,0.882
205.2,209.2, I usually read or hang out with friends,0.722
219.1,225.9, I'm greater control of my temper don't really find that to be an issue,0.884
243,243.5, hmm,0.778
284.8,295.8, well I guess one hard decision that that I had to make was like where to go to college and you know just knowing that that one's going to be that was going to determine your future,0.669
328.5,329, no,0.689
342.5,343.9, I've been feeling great lately,0.84
358.3,364.7, no no just got back from the three-day weekend everything is great,0.841
373.5,382.1, it's pretty easy my roommates are pretty considerate and I can just set my own bedtime and wake-up time,0.847
390.3,394.5, when I don't sleep well I guess I might be a little bit more irritable,0.802
395.5,396.1, tired,0.842
398,401.2, but other than that still normal,0.913
403.3,404.8, yeah therapy can be useful,0.845
435,441, just a few days ago I thought really happy just like when my parents came and surprised me,0.822
442.2,446.3, at my apartment I wasn't expecting that was that was really nice,0.757
451.2,453.6, well one person in particular would probably be my dad,0.793
464.4,472.8, my best friend would describe me as well probably kind like to listen to other people,0.887
475.5,476.4, athletic,0.896
